year,Date,skills,vals,state,job_title
2024,2024-01-01,detail,0,MO,Carpenters
2024,2024-01-01,tape,0,MO,Carpenters
2024,2024-01-01,project,0,MO,Carpenters
2024,2024-01-01,forklift,0,MO,Carpenters
2024,2024-01-01,teamwork,0,MO,Carpenters
2024,2024-01-01,framer,0,MO,Carpenters
2024,2024-01-01,order,1,MO,Carpenters
2024,2024-01-01,access,0,MO,Carpenters
2024,2024-01-01,excel,0,MO,Carpenters
2024,2024-02-01,carpentry,1,MO,Carpenters
2024,2024-02-01,detail,0,MO,Carpenters
2024,2024-02-01,tape,1,MO,Carpenters
2024,2024-02-01,project,0,MO,Carpenters
2024,2024-02-01,forklift,0,MO,Carpenters
2024,2024-02-01,teamwork,0,MO,Carpenters
2024,2024-02-01,framer,0,MO,Carpenters
2024,2024-02-01,order,0,MO,Carpenters
2024,2024-02-01,access,0,MO,Carpenters
2024,2024-02-01,excel,0,MO,Carpenters
2024,2024-03-01,carpentry,1,MO,Carpenters
2024,2024-03-01,detail,0,MO,Carpenters
2024,2024-03-01,tape,0,MO,Carpenters
2024,2024-03-01,project,0,MO,Carpenters
2024,2024-03-01,forklift,0,MO,Carpenters
2024,2024-03-01,teamwork,0,MO,Carpenters
2024,2024-03-01,framer,0,MO,Carpenters
2024,2024-03-01,order,0,MO,Carpenters
2024,2024-03-01,access,0,MO,Carpenters
2024,2024-03-01,excel,0,MO,Carpenters
2024,2024-04-01,carpentry,4,MO,Carpenters
2024,2024-04-01,detail,0,MO,Carpenters
2024,2024-04-01,tape,2,MO,Carpenters
2024,2024-04-01,project,0,MO,Carpenters
2024,2024-04-01,forklift,0,MO,Carpenters
2024,2024-04-01,teamwork,0,MO,Carpenters
2024,2024-04-01,framer,0,MO,Carpenters
2024,2024-04-01,order,0,MO,Carpenters
2024,2024-04-01,access,0,MO,Carpenters
2024,2024-04-01,excel,0,MO,Carpenters
2024,2024-05-01,carpentry,0,MO,Carpenters
2024,2024-05-01,detail,0,MO,Carpenters
2024,2024-05-01,tape,0,MO,Carpenters
2024,2024-05-01,project,3,MO,Carpenters
2024,2024-05-01,forklift,0,MO,Carpenters
2024,2024-05-01,teamwork,0,MO,Carpenters
2024,2024-05-01,framer,0,MO,Carpenters
2024,2024-05-01,order,1,MO,Carpenters
2024,2024-05-01,access,0,MO,Carpenters
2024,2024-05-01,excel,0,MO,Carpenters
2024,2024-06-01,carpentry,8,MO,Carpenters
2024,2024-06-01,detail,0,MO,Carpenters
2024,2024-06-01,tape,0,MO,Carpenters
2024,2024-06-01,project,0,MO,Carpenters
2024,2024-06-01,forklift,0,MO,Carpenters
2024,2024-06-01,teamwork,1,MO,Carpenters
2024,2024-06-01,framer,0,MO,Carpenters
2024,2024-06-01,order,0,MO,Carpenters
2024,2024-06-01,access,0,MO,Carpenters
2024,2024-06-01,excel,0,MO,Carpenters
2024,2024-07-01,carpentry,4,MO,Carpenters
2024,2024-07-01,detail,0,MO,Carpenters
2024,2024-07-01,tape,0,MO,Carpenters
2024,2024-07-01,project,0,MO,Carpenters
2024,2024-07-01,forklift,0,MO,Carpenters
2024,2024-07-01,teamwork,0,MO,Carpenters
2024,2024-07-01,framer,0,MO,Carpenters
2024,2024-07-01,order,0,MO,Carpenters
2024,2024-07-01,access,0,MO,Carpenters
2024,2024-07-01,excel,0,MO,Carpenters
2024,2024-08-01,carpentry,3,MO,Carpenters
2024,2024-08-01,detail,0,MO,Carpenters
2024,2024-08-01,tape,0,MO,Carpenters
2024,2024-08-01,project,0,MO,Carpenters
2024,2024-08-01,forklift,0,MO,Carpenters
2024,2024-08-01,teamwork,1,MO,Carpenters
2024,2024-08-01,framer,0,MO,Carpenters
2024,2024-08-01,order,0,MO,Carpenters
2024,2024-08-01,access,0,MO,Carpenters
2024,2024-08-01,excel,0,MO,Carpenters
2024,2024-09-01,carpentry,6,MO,Carpenters
2024,2024-09-01,detail,0,MO,Carpenters
2024,2024-09-01,tape,0,MO,Carpenters
2024,2024-09-01,project,0,MO,Carpenters
2024,2024-09-01,forklift,0,MO,Carpenters
2024,2024-09-01,teamwork,0,MO,Carpenters
2024,2024-09-01,framer,0,MO,Carpenters
2024,2024-09-01,order,0,MO,Carpenters
2024,2024-09-01,access,0,MO,Carpenters
2024,2024-09-01,excel,0,MO,Carpenters
2024,2024-10-01,carpentry,2,MO,Carpenters
2024,2024-10-01,detail,0,MO,Carpenters
2024,2024-10-01,tape,0,MO,Carpenters
2024,2024-10-01,project,0,MO,Carpenters
2024,2024-10-01,forklift,0,MO,Carpenters
2024,2024-10-01,teamwork,0,MO,Carpenters
2024,2024-10-01,framer,0,MO,Carpenters
2024,2024-10-01,order,0,MO,Carpenters
2024,2024-10-01,access,0,MO,Carpenters
2024,2024-10-01,excel,0,MO,Carpenters
2024,2024-11-01,carpentry,2,MO,Carpenters
2024,2024-11-01,detail,0,MO,Carpenters
2024,2024-11-01,tape,0,MO,Carpenters
2024,2024-11-01,project,0,MO,Carpenters
2024,2024-11-01,forklift,0,MO,Carpenters
2024,2024-11-01,teamwork,0,MO,Carpenters
2024,2024-11-01,framer,0,MO,Carpenters
2024,2024-11-01,order,0,MO,Carpenters
2024,2024-11-01,access,0,MO,Carpenters
2024,2024-11-01,excel,0,MO,Carpenters
2024,2024-12-01,carpentry,1,MO,Carpenters
2024,2024-12-01,detail,1,MO,Carpenters
2024,2024-12-01,tape,0,MO,Carpenters
2024,2024-12-01,project,0,MO,Carpenters
2024,2024-12-01,forklift,0,MO,Carpenters
2024,2024-12-01,teamwork,0,MO,Carpenters
2024,2024-12-01,framer,0,MO,Carpenters
2024,2024-12-01,order,0,MO,Carpenters
2024,2024-12-01,access,0,MO,Carpenters
2024,2024-12-01,excel,0,MO,Carpenters
2025,2025-01-01,carpentry,7,MO,Carpenters
2025,2025-01-01,detail,0,MO,Carpenters
2025,2025-01-01,tape,0,MO,Carpenters
2025,2025-01-01,project,2,MO,Carpenters
2025,2025-01-01,forklift,0,MO,Carpenters
2025,2025-01-01,teamwork,2,MO,Carpenters
2025,2025-01-01,framer,0,MO,Carpenters
2025,2025-01-01,order,0,MO,Carpenters
2025,2025-01-01,access,1,MO,Carpenters
2025,2025-01-01,excel,0,MO,Carpenters
2023,2023-05-01,detail,0,WI,Carpenters
2023,2023-05-01,framer,0,WI,Carpenters
2023,2023-05-01,project,2,WI,Carpenters
2023,2023-05-01,truss,0,WI,Carpenters
2023,2023-05-01,tape,1,WI,Carpenters
2023,2023-05-01,furniture,0,WI,Carpenters
2023,2023-05-01,office,0,WI,Carpenters
2023,2023-05-01,excel,0,WI,Carpenters
2023,2023-05-01,order,1,WI,Carpenters
2023,2023-05-01,system,0,WI,Carpenters
2023,2023-06-01,detail,1,WI,Carpenters
2023,2023-06-01,framer,0,WI,Carpenters
2023,2023-06-01,project,7,WI,Carpenters
2023,2023-06-01,truss,3,WI,Carpenters
2023,2023-06-01,tape,0,WI,Carpenters
2023,2023-06-01,furniture,1,WI,Carpenters
2023,2023-06-01,office,0,WI,Carpenters
2023,2023-06-01,excel,0,WI,Carpenters
2023,2023-06-01,order,4,WI,Carpenters
2023,2023-06-01,system,0,WI,Carpenters
2023,2023-07-01,detail,0,WI,Carpenters
2023,2023-07-01,framer,0,WI,Carpenters
2023,2023-07-01,project,0,WI,Carpenters
2023,2023-07-01,truss,1,WI,Carpenters
2023,2023-07-01,tape,1,WI,Carpenters
2023,2023-07-01,furniture,1,WI,Carpenters
2023,2023-07-01,office,0,WI,Carpenters
2023,2023-07-01,excel,0,WI,Carpenters
2023,2023-07-01,order,1,WI,Carpenters
2023,2023-07-01,system,1,WI,Carpenters
2023,2023-08-01,detail,3,WI,Carpenters
2023,2023-08-01,framer,0,WI,Carpenters
2023,2023-08-01,project,3,WI,Carpenters
2023,2023-08-01,truss,1,WI,Carpenters
2023,2023-08-01,tape,5,WI,Carpenters
2023,2023-08-01,furniture,1,WI,Carpenters
2023,2023-08-01,office,0,WI,Carpenters
2023,2023-08-01,excel,0,WI,Carpenters
2023,2023-08-01,order,0,WI,Carpenters
2023,2023-08-01,system,0,WI,Carpenters
2023,2023-09-01,detail,4,WI,Carpenters
2023,2023-09-01,framer,0,WI,Carpenters
2023,2023-09-01,project,3,WI,Carpenters
2023,2023-09-01,truss,2,WI,Carpenters
2023,2023-09-01,tape,5,WI,Carpenters
2023,2023-09-01,furniture,0,WI,Carpenters
2023,2023-09-01,office,0,WI,Carpenters
2023,2023-09-01,excel,0,WI,Carpenters
2023,2023-09-01,order,0,WI,Carpenters
2023,2023-09-01,system,0,WI,Carpenters
2023,2023-10-01,detail,3,WI,Carpenters
2023,2023-10-01,framer,0,WI,Carpenters
2023,2023-10-01,project,2,WI,Carpenters
2023,2023-10-01,truss,0,WI,Carpenters
2023,2023-10-01,tape,7,WI,Carpenters
2023,2023-10-01,furniture,0,WI,Carpenters
2023,2023-10-01,office,0,WI,Carpenters
2023,2023-10-01,excel,0,WI,Carpenters
2023,2023-10-01,order,1,WI,Carpenters
2023,2023-10-01,system,1,WI,Carpenters
2023,2023-11-01,detail,1,WI,Carpenters
2023,2023-11-01,framer,0,WI,Carpenters
2023,2023-11-01,project,3,WI,Carpenters
2023,2023-11-01,truss,1,WI,Carpenters
2023,2023-11-01,tape,4,WI,Carpenters
2023,2023-11-01,furniture,0,WI,Carpenters
2023,2023-11-01,office,0,WI,Carpenters
2023,2023-11-01,excel,0,WI,Carpenters
2023,2023-11-01,order,0,WI,Carpenters
2023,2023-11-01,system,1,WI,Carpenters
2023,2023-12-01,detail,1,WI,Carpenters
2023,2023-12-01,framer,0,WI,Carpenters
2023,2023-12-01,project,6,WI,Carpenters
2023,2023-12-01,truss,2,WI,Carpenters
2023,2023-12-01,tape,1,WI,Carpenters
2023,2023-12-01,furniture,0,WI,Carpenters
2023,2023-12-01,office,0,WI,Carpenters
2023,2023-12-01,excel,0,WI,Carpenters
2023,2023-12-01,order,0,WI,Carpenters
2023,2023-12-01,system,0,WI,Carpenters
2024,2024-01-01,detail,2,WI,Carpenters
2024,2024-01-01,framer,0,WI,Carpenters
2024,2024-01-01,project,5,WI,Carpenters
2024,2024-01-01,truss,2,WI,Carpenters
2024,2024-01-01,tape,1,WI,Carpenters
2024,2024-01-01,furniture,1,WI,Carpenters
2024,2024-01-01,office,0,WI,Carpenters
2024,2024-01-01,excel,0,WI,Carpenters
2024,2024-01-01,order,0,WI,Carpenters
2024,2024-01-01,system,0,WI,Carpenters
2024,2024-02-01,detail,1,WI,Carpenters
2024,2024-02-01,framer,0,WI,Carpenters
2024,2024-02-01,project,3,WI,Carpenters
2024,2024-02-01,truss,1,WI,Carpenters
2024,2024-02-01,tape,0,WI,Carpenters
2024,2024-02-01,furniture,2,WI,Carpenters
2024,2024-02-01,office,0,WI,Carpenters
2024,2024-02-01,excel,0,WI,Carpenters
2024,2024-02-01,order,0,WI,Carpenters
2024,2024-02-01,system,0,WI,Carpenters
2024,2024-03-01,detail,1,WI,Carpenters
2024,2024-03-01,framer,0,WI,Carpenters
2024,2024-03-01,project,3,WI,Carpenters
2024,2024-03-01,truss,1,WI,Carpenters
2024,2024-03-01,tape,1,WI,Carpenters
2024,2024-03-01,furniture,0,WI,Carpenters
2024,2024-03-01,office,0,WI,Carpenters
2024,2024-03-01,excel,0,WI,Carpenters
2024,2024-03-01,order,0,WI,Carpenters
2024,2024-03-01,system,0,WI,Carpenters
2024,2024-04-01,detail,0,WI,Carpenters
2024,2024-04-01,framer,0,WI,Carpenters
2024,2024-04-01,project,3,WI,Carpenters
2024,2024-04-01,truss,1,WI,Carpenters
2024,2024-04-01,tape,0,WI,Carpenters
2024,2024-04-01,furniture,0,WI,Carpenters
2024,2024-04-01,office,0,WI,Carpenters
2024,2024-04-01,excel,0,WI,Carpenters
2024,2024-04-01,order,2,WI,Carpenters
2024,2024-04-01,system,1,WI,Carpenters
2024,2024-05-01,detail,0,WI,Carpenters
2024,2024-05-01,framer,0,WI,Carpenters
2024,2024-05-01,project,2,WI,Carpenters
2024,2024-05-01,truss,1,WI,Carpenters
2024,2024-05-01,tape,6,WI,Carpenters
2024,2024-05-01,furniture,1,WI,Carpenters
2024,2024-05-01,office,0,WI,Carpenters
2024,2024-05-01,excel,0,WI,Carpenters
2024,2024-05-01,order,1,WI,Carpenters
2024,2024-05-01,system,0,WI,Carpenters
2024,2024-06-01,detail,0,WI,Carpenters
2024,2024-06-01,framer,0,WI,Carpenters
2024,2024-06-01,project,0,WI,Carpenters
2024,2024-06-01,truss,0,WI,Carpenters
2024,2024-06-01,tape,1,WI,Carpenters
2024,2024-06-01,furniture,0,WI,Carpenters
2024,2024-06-01,office,0,WI,Carpenters
2024,2024-06-01,excel,0,WI,Carpenters
2024,2024-06-01,order,0,WI,Carpenters
2024,2024-06-01,system,0,WI,Carpenters
2024,2024-07-01,detail,0,WI,Carpenters
2024,2024-07-01,framer,0,WI,Carpenters
2024,2024-07-01,project,6,WI,Carpenters
2024,2024-07-01,truss,1,WI,Carpenters
2024,2024-07-01,tape,0,WI,Carpenters
2024,2024-07-01,furniture,1,WI,Carpenters
2024,2024-07-01,office,1,WI,Carpenters
2024,2024-07-01,excel,0,WI,Carpenters
2024,2024-07-01,order,2,WI,Carpenters
2024,2024-07-01,system,0,WI,Carpenters
2024,2024-08-01,detail,0,WI,Carpenters
2024,2024-08-01,framer,0,WI,Carpenters
2024,2024-08-01,project,4,WI,Carpenters
2024,2024-08-01,truss,1,WI,Carpenters
2024,2024-08-01,tape,1,WI,Carpenters
2024,2024-08-01,furniture,0,WI,Carpenters
2024,2024-08-01,office,0,WI,Carpenters
2024,2024-08-01,excel,2,WI,Carpenters
2024,2024-08-01,order,1,WI,Carpenters
2024,2024-08-01,system,0,WI,Carpenters
2024,2024-09-01,detail,0,WI,Carpenters
2024,2024-09-01,framer,0,WI,Carpenters
2024,2024-09-01,project,3,WI,Carpenters
2024,2024-09-01,truss,3,WI,Carpenters
2024,2024-09-01,tape,1,WI,Carpenters
2024,2024-09-01,furniture,0,WI,Carpenters
2024,2024-09-01,office,3,WI,Carpenters
2024,2024-09-01,excel,1,WI,Carpenters
2024,2024-09-01,order,0,WI,Carpenters
2024,2024-09-01,system,2,WI,Carpenters
2024,2024-10-01,detail,0,WI,Carpenters
2024,2024-10-01,framer,0,WI,Carpenters
2024,2024-10-01,project,2,WI,Carpenters
2024,2024-10-01,truss,1,WI,Carpenters
2024,2024-10-01,tape,1,WI,Carpenters
2024,2024-10-01,furniture,0,WI,Carpenters
2024,2024-10-01,office,0,WI,Carpenters
2024,2024-10-01,excel,0,WI,Carpenters
2024,2024-10-01,order,0,WI,Carpenters
2024,2024-10-01,system,0,WI,Carpenters
2024,2024-11-01,detail,0,WI,Carpenters
2024,2024-11-01,framer,0,WI,Carpenters
2024,2024-11-01,project,1,WI,Carpenters
2024,2024-11-01,truss,1,WI,Carpenters
2024,2024-11-01,tape,1,WI,Carpenters
2024,2024-11-01,furniture,0,WI,Carpenters
2024,2024-11-01,office,0,WI,Carpenters
2024,2024-11-01,excel,0,WI,Carpenters
2024,2024-11-01,order,1,WI,Carpenters
2024,2024-11-01,system,0,WI,Carpenters
2024,2024-12-01,detail,1,WI,Carpenters
2024,2024-12-01,framer,0,WI,Carpenters
2024,2024-12-01,project,7,WI,Carpenters
2024,2024-12-01,truss,0,WI,Carpenters
2024,2024-12-01,tape,1,WI,Carpenters
2024,2024-12-01,furniture,0,WI,Carpenters
2024,2024-12-01,office,0,WI,Carpenters
2024,2024-12-01,excel,0,WI,Carpenters
2024,2024-12-01,order,0,WI,Carpenters
2024,2024-12-01,system,2,WI,Carpenters
2025,2025-01-01,detail,0,WI,Carpenters
2025,2025-01-01,framer,0,WI,Carpenters
2025,2025-01-01,project,2,WI,Carpenters
2025,2025-01-01,truss,1,WI,Carpenters
2025,2025-01-01,tape,1,WI,Carpenters
2025,2025-01-01,furniture,0,WI,Carpenters
2025,2025-01-01,office,2,WI,Carpenters
2025,2025-01-01,excel,0,WI,Carpenters
2025,2025-01-01,order,0,WI,Carpenters
2025,2025-01-01,system,2,WI,Carpenters
2021,2021-01-01,quality,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,machinery,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,measure,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,detail,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,order,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,forklift,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,project,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,system,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,excel,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-01-01,control,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,quality,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,machinery,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,measure,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,detail,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,order,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,forklift,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,project,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,system,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,excel,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-02-01,control,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,quality,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,machinery,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,measure,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,detail,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,order,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,forklift,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,project,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,system,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,excel,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-03-01,control,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,quality,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,machinery,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,measure,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,detail,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,order,19,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,forklift,12,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,project,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,system,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,excel,4,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-04-01,control,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,quality,7,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,machinery,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,measure,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,detail,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,order,7,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,forklift,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,project,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,system,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,excel,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-05-01,control,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,quality,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,machinery,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,measure,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,detail,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,order,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,forklift,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,project,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,system,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,excel,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-06-01,control,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,quality,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,machinery,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,measure,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,detail,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,order,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,forklift,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,project,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,system,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,excel,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-07-01,control,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,quality,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,machinery,4,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,measure,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,detail,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,order,4,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,forklift,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,project,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,system,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,excel,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-08-01,control,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,quality,4,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,machinery,4,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,measure,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,detail,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,order,8,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,forklift,4,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,project,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,system,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,excel,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-09-01,control,2,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,quality,9,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,machinery,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,measure,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,detail,0,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,order,5,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,forklift,3,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,project,1,WI,"Welders, Cutters, Solderers, and Brazers"
2021,2021-10-01,system,1,WI,"Welders, Cutters, Solderers, and Brazers"
